country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
ITALY,25-44,With Other Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,Higher Cost
UGANDA,25-44,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
KENYA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,0,No,Normal Cost
UGANDA,45-64,Alone,1,0,Business,Mountain Climbing,Inflight magazines,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
UNITED KINGDOM,25-44,With Children,1,1,Business,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,6,No,Higher Cost
INDIA,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Lower Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,Yes,Yes,Yes,No,No,No,0,8,Yes,Higher Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,50,Yes,Normal Cost
ETHIOPIA,45-64,Alone,0,1,Scientific and Academic,Hunting Tourism,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,12,0,Yes,Normal Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,No,Low Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,No,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,3,7,Yes,High Cost
UNITED KINGDOM,25-44,With Other Friends/Relatives,1,1,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2,2,Volunteering,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
SOUTH AFRICA,18-24,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
NORWAY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,7,Yes,Normal Cost
SWIZERLAND,45-64,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost
UNITED KINGDOM,18-24,Alone,1,0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,0,Yes,Lower Cost
KENYA,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,Higher Cost
INDIA,25-44,Alone,0,1,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,150,0,No,Low Cost
FRANCE,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Higher Cost
ZAMBIA,25-44,Alone,0,1,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Independent,No,No,No,No,No,No,No,6,0,No,Low Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,No,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
URUGUAY,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,No,Yes,Yes,No,No,10,2,No,High Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Normal Cost
UNITED KINGDOM,25-44,Alone,1,0,Meetings and Conference,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,0,Yes,Low Cost
KENYA,45-64,Alone,1,0,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
PAKISTAN,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,15,2,Yes,Higher Cost
KENYA,25-44,Alone,1,0,Business,Mountain Climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
KENYA,45-64,Alone,1,0,Business,Mountain Climbing,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,No,2,0,No,Normal Cost
BRAZIL,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,6,13,Yes,Normal Cost
SOUTH AFRICA,45-64,Alone,0,1,Business,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,5,0,No,Normal Cost
CHINA,18-24,With Other Friends/Relatives,0,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,42,3,No,Normal Cost
RWANDA,18-24,Alone,1,0,Business,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
SOUTH AFRICA,18-24,With Other Friends/Relatives,1,3,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,Yes,2,0,No,High Cost
SOUTH AFRICA,25-44,With Children,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Higher Cost
UGANDA,45-64,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
SPAIN,25-44,Alone,1,0,Volunteering,Cultural Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,10,0,Yes,Normal Cost
GERMANY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,11,Yes,High Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,0,6,Yes,Normal Cost
FINLAND,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,0,4,Yes,Normal Cost
AUSTRALIA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,3,Yes,High Cost
UNITED KINGDOM,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,36,2,Yes,Normal Cost
SWEDEN,25-44,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,16,14,Yes,Higher Cost
FRANCE,25-44,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,26,6,Yes,Normal Cost
INDONESIA,25-44,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
ITALY,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0,16,Yes,High Cost
FRANCE,25-44,With Spouse,1,1,Leisure and Holidays,Business,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Normal Cost
NEW ZEALAND,45-64,With Other Friends/Relatives,2,2,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,0,Yes,Higher Cost
CANADA,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,High Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0,2,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost
ITALY,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,Normal Cost
SOUTH AFRICA,65+,With Other Friends/Relatives,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Higher Cost
UNITED KINGDOM,25-44,With Spouse and Children,2,5,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,48,No,Higher Cost
NETHERLANDS,65+,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,11,3,Yes,Higher Cost
SOUTH AFRICA,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
AUSTRALIA,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
AUSTRALIA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Lower Cost
KENYA,25-44,Alone,0,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
UNITED KINGDOM,45-64,With Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,3,No,High Cost
GERMANY,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Higher Cost
INDIA,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
KENYA,25-44,With Children,2,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,0,1,Yes,Normal Cost
UNITED KINGDOM,45-64,With Spouse and Children,2,4,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,7,Yes,Higher Cost
UNITED STATES OF AMERICA,18-24,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,63,2,Yes,High Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,4,0,Yes,Higher Cost
NETHERLANDS,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,No,No,17,0,No,High Cost
UNITED STATES OF AMERICA,45-64,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,Yes,No,13,0,Yes,Higher Cost
ITALY,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Independent,No,Yes,Yes,Yes,No,Yes,No,4,6,Yes,High Cost
CANADA,45-64,With Children,0,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,11,3,Yes,Lower Cost
CANADA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,11,0,No,High Cost
SPAIN,25-44,With Spouse and Children,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,Yes,Higher Cost
INDIA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,No,No,8,0,Yes,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
ZAMBIA,18-24,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
UGANDA,25-44,Alone,0,1,Business,Mountain Climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost
ZIMBABWE,25-44,With Other Friends/Relatives,0,2,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Normal Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,18,2,Yes,High Cost
GERMANY,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,10,0,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,3,10,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,Higher Cost
UNITED KINGDOM,25-44,With Spouse and Children,2,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
ZIMBABWE,25-44,Alone,0,1,Business,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,6,0,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
DENMARK,65+,With Other Friends/Relatives,2,2,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,14,0,No,High Cost
AUSTRALIA,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,High Cost
UNITED KINGDOM,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,No,No,6,0,No,Normal Cost
BURUNDI,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Volunteering,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,62,0,No,Higher Cost
SOUTH AFRICA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,7,7,Yes,Normal Cost
KENYA,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,No,Normal Cost
AUSTRALIA,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,High Cost
UGANDA,45-64,Alone,1,0,Meetings and Conference,Widlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,7,0,Yes,Normal Cost
ZAMBIA,45-64,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
UNITED KINGDOM,45-64,With Spouse and Children,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,11,Yes,Higher Cost
FRANCE,25-44,With Other Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,9,Yes,High Cost
SWIZERLAND,25-44,Alone,0,1,Business,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,2,0,No,Normal Cost
SOUTH AFRICA,45-64,With Other Friends/Relatives,0,2,Business,Cultural Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
GERMANY,18-24,With Spouse,0,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,0,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,2,0,Volunteering,Cultural Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,31,3,Yes,High Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,4,Yes,Higher Cost
CANADA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,Normal Cost
SWIZERLAND,25-44,With Spouse,1,1,Leisure and Holidays,Bird Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,12,0,Yes,Higher Cost
GHANA,45-64,With Other Friends/Relatives,4,0,Meetings and Conference,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,1,0,Yes,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
GERMANY,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,48,0,Yes,Normal Cost
FRANCE,25-44,With Other Friends/Relatives,2,3,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6,Yes,Higher Cost
FINLAND,45-64,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,2,4,No,High Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
RWANDA,25-44,With Other Friends/Relatives,3,0,Visiting Friends and Relatives,Cultural Tourism,Trade fair,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
ZAMBIA,25-44,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost
CANADA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,4,No,High Cost
SPAIN,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,5,Yes,Normal Cost
FRANCE,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
UNITED KINGDOM,45-64,With Spouse and Children,3,1,Meetings and Conference,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost
SWIZERLAND,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,No,Higher Cost
INDIA,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
FRANCE,45-64,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,14,4,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,High Cost
ITALY,25-44,Alone,1,0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,No,Yes,Yes,No,No,No,21,0,No,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,3,Yes,High Cost
ITALY,25-44,With Other Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,2,14,Yes,Higher Cost
UNITED KINGDOM,25-44,Alone,0,1,Leisure and Holidays,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,6,Yes,Normal Cost
AUSTRALIA,25-44,With Spouse and Children,2,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,4,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2,0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,0,Yes,High Cost
UNITED KINGDOM,25-44,Alone,1,0,Visiting Friends and Relatives,Business,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,20,Yes,Low Cost
CANADA,25-44,With Other Friends/Relatives,1,2,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,No,No,14,0,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
